"Country or Area","Year","Sex","Coverage","Source","SourceID","Type","Value","Value Footnotes"
"Macedonia, The former Yugoslav Rep. of","1989","Total men and women","Work applicants","Employment office records","# 0","First job seekers","116","1"
"Macedonia, The former Yugoslav Rep. of","1988","Total men and women","Work applicants","Employment office records","# 0","First job seekers","109","1"
"Macedonia, The former Yugoslav Rep. of","1988","Total men and women","Work applicants","Employment office records","# 0","Previously employed","31","1"
"Macedonia, The former Yugoslav Rep. of","1988","Total men and women","Work applicants","Employment office records","# 0","Unemployed","140.252","1"
"Macedonia, The former Yugoslav Rep. of","1988","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","109.337","1"
"Macedonia, The former Yugoslav Rep. of","1987","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","113.641","1"
"Macedonia, The former Yugoslav Rep. of","1987","Total men and women","Work applicants","Employment office records","# 0","Unemployed","141","1"
"Macedonia, The former Yugoslav Rep. of","1987","Total men and women","Work applicants","Employment office records","# 0","Previously employed","28","1"
"Macedonia, The former Yugoslav Rep. of","1987","Total men and women","Work applicants","Employment office records","# 0","First job seekers","114","1"
"Macedonia, The former Yugoslav Rep. of","1986","Total men and women","Work applicants","Employment office records","# 0","First job seekers","113","1"
"Macedonia, The former Yugoslav Rep. of","1986","Total men and women","Work applicants","Employment office records","# 0","Previously employed","28","1"
"Macedonia, The former Yugoslav Rep. of","1986","Total men and women","Work applicants","Employment office records","# 0","Unemployed","141","1"
"Macedonia, The former Yugoslav Rep. of","1986","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","113.226","1"
"Macedonia, The former Yugoslav Rep. of","1985","Total men and women","Registered unemployment","Employment office records","# 0","Unemployed","107.981","1"
"Macedonia, The former Yugoslav Rep. of","1985","Total men and women","Work applicants","Employment office records","# 0","Unemployed","136","1"
"Macedonia, The former Yugoslav Rep. of","1985","Total men and women","Work applicants","Employment office records","# 0","Previously employed","28","1"
"Macedonia, The former Yugoslav Rep. of","1985","Total men and women","Work applicants","Employment office records","# 0","First job seekers","108","1"
"Macedonia, The former Yugoslav Rep. of","1984","Total men and women","Work applicants","Employment office records","# 0","First job seekers","103","1"
"Macedonia, The former Yugoslav Rep. of","1984","Total men and women","Work applicants","Employment office records","# 0","Previously employed","26","1"
"Macedonia, The former Yugoslav Rep. of","1984","Total men and women","Work applicants","Employment office records","# 0","Unemployed","128","1"
"Macedonia, The former Yugoslav Rep. of","1983","Total men and women","Work applicants","Employment office records","# 0","Unemployed","124","1"
"Macedonia, The former Yugoslav Rep. of","1983","Total men and women","Work applicants","Employment office records","# 0","Previously employed","25","1"
"Macedonia, The former Yugoslav Rep. of","1983","Total men and women","Work applicants","Employment office records","# 0","First job seekers","98","1"
"Macedonia, The former Yugoslav Rep. of","1982","Total men and women","Work applicants","Employment office records","# 0","First job seekers","101","1"
"Macedonia, The former Yugoslav Rep. of","1982","Total men and women","Work applicants","Employment office records","# 0","Previously employed","26","1"
"Macedonia, The former Yugoslav Rep. of","1982","Total men and women","Work applicants","Employment office records","# 0","Unemployed","127","1"
"Madagascar","2005","Total men and women","Total coverage","Household survey","# 0","Unemployed","274.257","103"
"Madagascar","2003","Total men and women","Total coverage","Household survey","# 0","Unemployed","382.957","103,166"
"Madagascar","2001","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","47.4","12,167,168"
"Madagascar","2000","Total men and women","Total coverage","Labour force survey","# 0","Unemployed","50.1","12,167,168"
"Madagascar","1995","Total men and women","Work applicants","Employment office records","# 0","Unemployed","3.344","2,169"
"Madagascar","1994","Total men and women","Work applicants","Employment office records","# 0","Unemployed","3.633","2,169"
"Madagascar","1993","Total men and women","Work applicants","Employment office records","# 0","Unemployed","5.262","2,169"
"Madagascar","1992","Total men and women","Work applicants","Employment office records","# 0","Unemployed","6.185","2,169"
"Madagascar","1991","Total men and women","Work applicants","Employment office records","# 0","Unemployed","9.282","2,169"
"Madagascar","1990","Total men and women","Work applicants","Employment office records","# 0","Unemployed","16.83","2,169"
"Madagascar","1989","Total men and women","Work applicants","Employment office records","# 0","Unemployed","15.733","2,169"
"Madagascar","1988","Total men and women","Work applicants","Employment office records","# 0","Unemployed","16.135","2,169"
"Madagascar","1987","Total men and women","Work applicants","Employment office records","# 0","Unemployed","18.359","2,169"
"Madagascar","1986","Total men and women","Work applicants","Employment office records","# 0","Unemployed","24.238","2,169"
"Madagascar","1985","Total men and women","Work applicants","Employment office records","# 0","Unemployed","28.794","2,169"
"Madagascar","1984","Total men and women","Work applicants","Employment office records","# 0","Unemployed","29.009","2,169"
"Madagascar","1983","Total men and women","Work applicants","Employment office records","# 0","Unemployed","29.5","2,169"
"Madagascar","1983","Total men and women","Work applicants","Employment office records","# 0","Previously employed","11.033","2,169"
"Madagascar","1983","Total men and women","Work applicants","Employment office records","# 0","First job seekers","20.036","2,169"
"Madagascar","1982","Total men and women","Work applicants","Employment office records","# 0","First job seekers","17.54","2,169"
"Madagascar","1982","Total men and women","Work applicants","Employment office records","# 0","Previously employed","10.333","2,169"
"Madagascar","1982","Total men and women","Work applicants","Employment office records","# 0","Unemployed","25.908","2,169"
"Madagascar","1981","Total men and women","Work applicants","Employment office records","# 0","Unemployed","29.56","2,169"
"Madagascar","1981","Total men and women","Work applicants","Employment office records","# 0","Previously employed","10.598","2,169"
"Madagascar","1981","Total men and women","Work applicants","Employment office records","# 0","First job seekers","21.051","2,169"
"Madagascar","1980","Total men and women","Work applicants","Employment office records","# 0","First job seekers","34.046","2,169"
"Madagascar","1980","Total men and women","Work applicants","Employment office records","# 0","Previously employed","10.853","2,169"
"Madagascar","1980","Total men and women","Work applicants","Employment office records","# 0","Unemployed","40.585","2,169"
"Madagascar","1979","Total men and women","Work applicants","Employment office records","# 0","Unemployed","39.918","2,169"
"Madagascar","1979","Total men and women","Work applicants","Employment office records","# 0","Previously employed","14.546","2,169"
"Madagascar","1979","Total men and women","Work applicants","Employment office records","# 0","First job seekers","29.734","2,169"
"Madagascar","1978","Total men and women","Work applicants","Employment office records","# 0","First job seekers","23.028","2,169"
"Madagascar","1978","Total men and women","Work applicants","Employment office records","# 0","Unemployed","35.584","2,169"
"Madagascar","1978","Total men and women","Work applicants","Employment office records","# 0","Previously employed","17.052","2,169"
"Madagascar","1977","Total men and women","Work applicants","Employment office records","# 0","Unemployed","46.485","2,169"
"Madagascar","1976","Total men and women","Work applicants","Employment office records","# 0","Unemployed","29.234","2,169"
"Madagascar","1975","Total men and women","Work applicants","Employment office records","# 0","Unemployed","13.046","2,169"
